Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód MOP;Název MOP;Kód části obce;Název části obce;Kód ulice;Název ulice;Typ SO;Číslo domovní;Číslo orientační;Znak čísla orientačního;PSČ;Souřadnice Y;Souřadnice X;Platí Od
17480281;573108;Libáň;;;;;136441;Křešice;;;č.p.;25;;;50723;684021.18;1022631.99;2013-12-01T00:00:00
17480299;573108;Libáň;;;;;136441;Křešice;;;č.p.;26;;;50723;684101.99;1022754.47;2013-12-01T00:00:00
17480302;573108;Libáň;;;;;136441;Křešice;;;č.p.;27;;;50723;683872.16;1022627.40;2013-12-01T00:00:00
17480311;573108;Libáň;;;;;136441;Křešice;;;č.p.;28;;;50723;684020.95;1022665.49;2013-12-01T00:00:00
17480329;573108;Libáň;;;;;136441;Křešice;;;č.p.;29;;;50723;683801.74;1022495.01;2013-12-01T00:00:00
17480337;573108;Libáň;;;;;136441;Křešice;;;č.p.;30;;;50723;683847.99;1022458.96;2013-12-01T00:00:00
17480345;573108;Libáň;;;;;136441;Křešice;;;č.p.;31;;;50723;683886.20;1022504.26;2013-12-01T00:00:00
17480353;573108;Libáň;;;;;136441;Křešice;;;č.p.;32;;;50723;684009.41;1022702.06;2013-12-01T00:00:00
17480361;573108;Libáň;;;;;136441;Křešice;;;č.p.;33;;;50723;683983.79;1022550.30;2013-12-01T00:00:00
17480370;573108;Libáň;;;;;136441;Křešice;;;č.p.;34;;;50723;683793.76;1022545.01;2013-12-01T00:00:00
17480388;573108;Libáň;;;;;136441;Křešice;;;č.p.;35;;;50723;683928.74;1022664.18;2013-12-01T00:00:00
17480396;573108;Libáň;;;;;136441;Křešice;;;č.p.;36;;;50723;683969.34;1022693.35;2013-12-01T00:00:00
17480400;573108;Libáň;;;;;136441;Křešice;;;č.p.;38;;;50723;683842.47;1022612.68;2013-12-01T00:00:00
17480418;573108;Libáň;;;;;136441;Křešice;;;č.p.;39;;;50723;683774.14;1022540.33;2013-12-01T00:00:00
17480426;573108;Libáň;;;;;136441;Křešice;;;č.p.;40;;;50723;683968.17;1022649.93;2013-12-01T00:00:00
17480434;573108;Libáň;;;;;136441;Křešice;;;č.p.;41;;;50723;683767.74;1022366.30;2013-12-01T00:00:00
17480442;573108;Libáň;;;;;136441;Křešice;;;č.p.;42;;;50723;683819.01;1022612.08;2013-12-01T00:00:00
17480451;573108;Libáň;;;;;136441;Křešice;;;č.p.;43;;;50723;684286.81;1022667.96;2013-12-01T00:00:00
17480469;573108;Libáň;;;;;136441;Křešice;;;č.p.;44;;;50723;684175.61;1022618.43;2013-12-01T00:00:00
17480477;573108;Libáň;;;;;136441;Křešice;;;č.p.;45;;;50723;683908.73;1022648.67;2013-12-01T00:00:00
17480485;573108;Libáň;;;;;136441;Křešice;;;č.p.;46;;;50723;683972.06;1022591.16;2013-12-01T00:00:00
17480493;573108;Libáň;;;;;136441;Křešice;;;č.p.;47;;;50723;684183.73;1022604.89;2013-12-01T00:00:00
17480507;573108;Libáň;;;;;136441;Křešice;;;č.p.;48;;;50723;683926.44;1022535.30;2013-12-01T00:00:00
17480515;573108;Libáň;;;;;136441;Křešice;;;č.p.;50;;;50723;683966.63;1022571.83;2013-12-01T00:00:00
17480523;573108;Libáň;;;;;136441;Křešice;;;č.p.;52;;;50723;683939.18;1022567.04;2013-12-01T00:00:00
17480531;573108;Libáň;;;;;136441;Křešice;;;č.p.;53;;;50723;;;2011-07-01T00:00:00
17480540;573108;Libáň;;;;;136441;Křešice;;;č.p.;54;;;50723;684136.73;1022703.06;2013-12-01T00:00:00
17480558;573108;Libáň;;;;;136441;Křešice;;;č.p.;55;;;50723;683921.38;1022489.92;2013-12-01T00:00:00
17480566;573108;Libáň;;;;;136441;Křešice;;;č.p.;57;;;50723;683964.58;1022532.50;2013-12-01T00:00:00
17480574;573108;Libáň;;;;;136441;Křešice;;;č.p.;58;;;50723;684348.04;1022695.38;2013-12-01T00:00:00
17480582;573108;Libáň;;;;;136441;Křešice;;;č.p.;60;;;50723;683908.07;1022455.30;2013-12-01T00:00:00
17480591;573108;Libáň;;;;;136441;Křešice;;;č.p.;61;;;50723;683870.19;1022437.24;2013-12-01T00:00:00
17480604;573108;Libáň;;;;;136441;Křešice;;;č.p.;62;;;50723;683975.55;1022728.53;2013-12-01T00:00:00
17480612;573108;Libáň;;;;;136441;Křešice;;;č.p.;63;;;50723;684108.83;1022651.91;2013-12-01T00:00:00
17480639;573108;Libáň;;;;;136450;Psinice;;;č.p.;2;;;50723;682730.45;1021185.47;2013-12-01T00:00:00
17480655;573108;Libáň;;;;;136450;Psinice;;;č.p.;4;;;50723;682664.43;1021177.40;2013-12-01T00:00:00
17480663;573108;Libáň;;;;;136450;Psinice;;;č.p.;5;;;50723;683160.52;1021600.99;2013-12-01T00:00:00
17480671;573108;Libáň;;;;;136450;Psinice;;;č.p.;6;;;50723;682633.24;1021223.53;2013-12-01T00:00:00
17480680;573108;Libáň;;;;;136450;Psinice;;;č.p.;7;;;50723;682606.13;1021176.74;2013-12-01T00:00:00
17480698;573108;Libáň;;;;;136450;Psinice;;;č.p.;8;;;50723;683045.99;1021508.65;2013-12-01T00:00:00
17480701;573108;Libáň;;;;;136450;Psinice;;;č.p.;9;;;50723;682709.62;1021143.52;2013-12-01T00:00:00
17480710;573108;Libáň;;;;;136450;Psinice;;;č.p.;10;;;50723;682969.09;1021274.37;2013-12-01T00:00:00
17480728;573108;Libáň;;;;;136450;Psinice;;;č.p.;11;;;50723;682889.90;1021088.31;2013-12-01T00:00:00
17480736;573108;Libáň;;;;;136450;Psinice;;;č.p.;12;;;50723;682900.59;1021123.82;2013-12-01T00:00:00
17480744;573108;Libáň;;;;;136450;Psinice;;;č.p.;13;;;50723;682907.42;1021139.61;2013-12-01T00:00:00
17480761;573108;Libáň;;;;;136450;Psinice;;;č.p.;15;;;50723;682922.95;1021173.98;2013-12-01T00:00:00
17480779;573108;Libáň;;;;;136450;Psinice;;;č.p.;16;;;50723;682927.02;1021187.60;2013-12-01T00:00:00
17480787;573108;Libáň;;;;;136450;Psinice;;;č.p.;17;;;50723;682930.80;1021231.95;2013-12-01T00:00:00
17480795;573108;Libáň;;;;;136450;Psinice;;;č.p.;18;;;50723;682885.74;1021337.87;2013-12-01T00:00:00
17480809;573108;Libáň;;;;;136450;Psinice;;;č.p.;20;;;50723;682852.32;1021319.22;2013-12-01T00:00:00
17480817;573108;Libáň;;;;;136450;Psinice;;;č.p.;22;;;50723;682804.32;1020896.89;2013-12-01T00:00:00
17480825;573108;Libáň;;;;;136450;Psinice;;;č.p.;23;;;50723;682869.38;1021221.54;2013-12-01T00:00:00
17480833;573108;Libáň;;;;;136450;Psinice;;;č.p.;24;;;50723;682889.17;1021195.96;2013-12-01T00:00:00
17480841;573108;Libáň;;;;;136450;Psinice;;;č.p.;25;;;50723;682885.86;1021174.19;2013-12-01T00:00:00
17480850;573108;Libáň;;;;;136450;Psinice;;;č.p.;26;;;50723;682842.46;1021119.06;2013-12-01T00:00:00
17480868;573108;Libáň;;;;;136450;Psinice;;;č.p.;27;;;50723;682796.18;1021120.31;2013-12-01T00:00:00
17480876;573108;Libáň;;;;;136450;Psinice;;;č.p.;28;;;50723;682777.22;1021142.91;2013-12-01T00:00:00
17480884;573108;Libáň;;;;;136450;Psinice;;;č.p.;29;;;50723;683085.02;1021632.19;2013-12-01T00:00:00
17480892;573108;Libáň;;;;;136450;Psinice;;;č.p.;30;;;50723;683020.45;1021525.48;2013-12-01T00:00:00
17480906;573108;Libáň;;;;;136450;Psinice;;;č.p.;31;;;50723;683120.88;1021625.48;2013-12-01T00:00:00
17480914;573108;Libáň;;;;;136450;Psinice;;;č.p.;32;;;50723;683142.24;1021662.04;2013-12-01T00:00:00
17480922;573108;Libáň;;;;;136450;Psinice;;;č.p.;33;;;50723;682775.37;1020990.46;2013-12-01T00:00:00
17480931;573108;Libáň;;;;;136450;Psinice;;;č.p.;34;;;50723;683171.45;1021547.80;2013-12-01T00:00:00
17480949;573108;Libáň;;;;;136450;Psinice;;;č.p.;35;;;50723;683224.81;1021605.67;2013-12-01T00:00:00
17480957;573108;Libáň;;;;;136450;Psinice;;;č.p.;36;;;50723;683307.72;1021778.88;2013-12-01T00:00:00
17480965;573108;Libáň;;;;;136450;Psinice;;;č.p.;37;;;50723;683148.98;1021524.85;2013-12-01T00:00:00
17480973;573108;Libáň;;;;;136450;Psinice;;;č.p.;38;;;50723;683261.96;1021734.13;2013-12-01T00:00:00
17480981;573108;Libáň;;;;;136450;Psinice;;;č.p.;39;;;50723;683099.78;1021650.98;2013-12-01T00:00:00
17480990;573108;Libáň;;;;;136450;Psinice;;;č.p.;40;;;50723;683242.52;1021643.70;2013-12-01T00:00:00
17481007;573108;Libáň;;;;;136450;Psinice;;;č.p.;41;;;50723;683245.61;1021697.08;2013-12-01T00:00:00
17481015;573108;Libáň;;;;;136450;Psinice;;;č.p.;42;;;50723;683226.06;1021672.17;2013-12-01T00:00:00
17481023;573108;Libáň;;;;;136450;Psinice;;;č.p.;43;;;50723;683313.10;1021726.24;2013-12-01T00:00:00
17481031;573108;Libáň;;;;;136450;Psinice;;;č.p.;45;;;50723;683190.84;1021620.46;2013-12-01T00:00:00
17481040;573108;Libáň;;;;;136450;Psinice;;;č.p.;46;;;50723;683142.25;1021614.02;2013-12-01T00:00:00
17481058;573108;Libáň;;;;;136450;Psinice;;;č.p.;47;;;50723;683147.27;1021606.63;2013-12-01T00:00:00
17481066;573108;Libáň;;;;;136450;Psinice;;;č.p.;48;;;50723;683286.88;1021858.46;2013-12-01T00:00:00
17481074;573108;Libáň;;;;;136450;Psinice;;;č.p.;49;;;50723;682908.91;1021381.16;2013-12-01T00:00:00
17481082;573108;Libáň;;;;;136450;Psinice;;;č.p.;50;;;50723;682757.05;1022151.90;2013-12-01T00:00:00
17481091;573108;Libáň;;;;;136450;Psinice;;;č.p.;51;;;50723;682954.11;1021274.21;2013-12-01T00:00:00
17481104;573108;Libáň;;;;;136450;Psinice;;;č.p.;52;;;50723;683050.87;1021660.64;2013-12-01T00:00:00
17481112;573108;Libáň;;;;;136450;Psinice;;;č.p.;53;;;50723;682747.39;1022160.54;2013-12-01T00:00:00
17481121;573108;Libáň;;;;;136450;Psinice;;;č.p.;54;;;50723;682723.32;1021202.02;2013-12-01T00:00:00
17481139;573108;Libáň;;;;;136450;Psinice;;;č.p.;55;;;50723;682723.97;1022233.92;2013-12-01T00:00:00
17481147;573108;Libáň;;;;;136450;Psinice;;;č.p.;57;;;50723;682722.13;1020752.44;2013-12-01T00:00:00
17481163;573108;Libáň;;;;;136450;Psinice;;;č.p.;59;;;50723;683098.14;1021416.64;2013-12-01T00:00:00
17481171;573108;Libáň;;;;;136450;Psinice;;;č.p.;60;;;50723;682870.00;1021204.87;2013-12-01T00:00:00
17481180;573108;Libáň;;;;;136450;Psinice;;;č.p.;61;;;50723;682861.61;1021191.95;2013-12-01T00:00:00
17481198;573108;Libáň;;;;;136450;Psinice;;;č.p.;62;;;50723;683269.17;1021669.94;2013-12-01T00:00:00
17481201;573108;Libáň;;;;;136450;Psinice;;;č.p.;63;;;50723;683232.40;1021626.28;2013-12-01T00:00:00
17481210;573108;Libáň;;;;;136450;Psinice;;;č.p.;64;;;50723;683287.42;1021750.92;2013-12-01T00:00:00
17481228;573108;Libáň;;;;;136450;Psinice;;;č.p.;65;;;50723;683188.96;1021570.70;2013-12-01T00:00:00
17481236;573108;Libáň;;;;;136450;Psinice;;;č.p.;66;;;50723;683209.97;1021586.97;2013-12-01T00:00:00
17481244;573108;Libáň;;;;;136450;Psinice;;;č.p.;67;;;50723;682760.15;1021104.34;2013-12-01T00:00:00
17481252;573108;Libáň;;;;;136450;Psinice;;;č.p.;69;;;50723;682983.99;1021553.74;2013-12-01T00:00:00
17481261;573108;Libáň;;;;;136450;Psinice;;;č.p.;70;;;50723;683312.55;1021845.72;2013-12-01T00:00:00
17481279;573108;Libáň;;;;;136450;Psinice;;;č.p.;71;;;50723;682829.90;1021162.66;2013-12-01T00:00:00
17481287;573108;Libáň;;;;;136450;Psinice;;;č.p.;72;;;50723;683289.40;1021705.47;2013-12-01T00:00:00
17481295;573108;Libáň;;;;;136450;Psinice;;;č.p.;73;;;50723;683049.03;1021615.93;2013-12-01T00:00:00
17481309;573108;Libáň;;;;;136450;Psinice;;;č.p.;74;;;50723;683070.11;1021603.11;2013-12-01T00:00:00
17481317;573108;Libáň;;;;;136450;Psinice;;;č.p.;75;;;50723;683084.50;1021591.25;2013-12-01T00:00:00
17481325;573108;Libáň;;;;;136450;Psinice;;;č.p.;76;;;50723;683100.86;1021581.50;2013-12-01T00:00:00
17481333;573108;Libáň;;;;;136450;Psinice;;;č.p.;77;;;50723;683137.00;1021559.65;2013-12-01T00:00:00
17481341;573108;Libáň;;;;;136450;Psinice;;;č.p.;78;;;50723;683114.55;1021531.65;2013-12-01T00:00:00
17481350;573108;Libáň;;;;;136450;Psinice;;;č.p.;79;;;50723;683106.27;1021513.56;2013-12-01T00:00:00
17481368;573108;Libáň;;;;;136450;Psinice;;;č.p.;80;;;50723;683091.78;1021495.62;2013-12-01T00:00:00
17481376;573108;Libáň;;;;;136450;Psinice;;;č.p.;81;;;50723;683077.30;1021476.55;2013-12-01T00:00:00
17481384;573108;Libáň;;;;;136450;Psinice;;;č.p.;82;;;50723;682799.22;1020950.73;2013-12-01T00:00:00
17481392;573108;Libáň;;;;;136450;Psinice;;;č.p.;83;;;50723;683111.36;1021477.54;2013-12-01T00:00:00
17481406;573108;Libáň;;;;;136450;Psinice;;;č.p.;84;;;50723;683123.93;1021454.80;2013-12-01T00:00:00
17481414;573108;Libáň;;;;;136450;Psinice;;;č.p.;85;;;50723;683132.32;1021507.64;2013-12-01T00:00:00
17481422;573108;Libáň;;;;;136450;Psinice;;;č.p.;86;;;50723;682773.99;1021095.86;2013-12-01T00:00:00
17481431;573108;Libáň;;;;;136450;Psinice;;;č.p.;87;;;50723;682951.46;1021320.58;2013-12-01T00:00:00
17481449;573108;Libáň;;;;;136450;Psinice;;;č.p.;88;;;50723;682846.82;1021238.57;2013-12-01T00:00:00
17481457;573108;Libáň;;;;;136450;Psinice;;;č.p.;90;;;50723;683061.99;1021458.18;2013-12-01T00:00:00
17481465;573108;Libáň;;;;;136450;Psinice;;;č.p.;91;;;50723;683058.05;1021393.06;2013-12-01T00:00:00
17481473;573108;Libáň;;;;;136450;Psinice;;;č.p.;92;;;50723;682825.58;1021294.79;2013-12-01T00:00:00
17481481;573108;Libáň;;;;;136450;Psinice;;;č.p.;93;;;50723;682818.26;1021299.65;2013-12-01T00:00:00
17481490;573108;Libáň;;;;;136450;Psinice;;;č.p.;94;;;50723;682802.09;1021319.79;2013-12-01T00:00:00
17481503;573108;Libáň;;;;;136450;Psinice;;;č.p.;95;;;50723;682796.52;1021324.69;2013-12-01T00:00:00
17481511;573108;Libáň;;;;;136450;Psinice;;;č.p.;96;;;50723;682781.25;1021340.91;2013-12-01T00:00:00
17481520;573108;Libáň;;;;;136450;Psinice;;;č.p.;97;;;50723;682775.79;1021345.48;2013-12-01T00:00:00
17481538;573108;Libáň;;;;;136450;Psinice;;;č.ev.;1;;;50723;682811.91;1021156.84;2013-12-01T00:00:00
17481546;573108;Libáň;;;;;136450;Psinice;;;č.ev.;2;;;50723;;;2011-07-01T00:00:00
17518261;573108;Libáň;;;;;193283;Zliv;;;č.p.;1;;;50723;681442.74;1020461.50;2013-12-01T00:00:00
17518270;573108;Libáň;;;;;193283;Zliv;;;č.p.;2;;;50723;681453.52;1020437.38;2013-12-01T00:00:00
17518288;573108;Libáň;;;;;193283;Zliv;;;č.p.;3;;;50723;681502.17;1020379.71;2013-12-01T00:00:00
17518296;573108;Libáň;;;;;193283;Zliv;;;č.p.;4;;;50723;681523.70;1020388.51;2013-12-01T00:00:00
17518300;573108;Libáň;;;;;193283;Zliv;;;č.p.;5;;;50723;681535.01;1020385.63;2013-12-01T00:00:00
17518318;573108;Libáň;;;;;193283;Zliv;;;č.p.;6;;;50723;681507.11;1020347.29;2013-12-01T00:00:00
17518326;573108;Libáň;;;;;193283;Zliv;;;č.p.;7;;;50723;681567.35;1020347.69;2013-12-01T00:00:00
17518334;573108;Libáň;;;;;193283;Zliv;;;č.p.;8;;;50723;681522.16;1020293.83;2013-12-01T00:00:00
17518342;573108;Libáň;;;;;193283;Zliv;;;č.p.;9;;;50723;681521.26;1020260.95;2013-12-01T00:00:00
17518351;573108;Libáň;;;;;193283;Zliv;;;č.p.;10;;;50723;681583.79;1020246.53;2013-12-01T00:00:00
17518369;573108;Libáň;;;;;193283;Zliv;;;č.p.;11;;;50723;681511.48;1020607.80;2013-12-01T00:00:00
17518377;573108;Libáň;;;;;193283;Zliv;;;č.p.;12;;;50723;681555.02;1020049.72;2013-12-01T00:00:00
17518385;573108;Libáň;;;;;193283;Zliv;;;č.p.;13;;;50723;681646.50;1020096.85;2013-12-01T00:00:00
17518393;573108;Libáň;;;;;193283;Zliv;;;č.p.;14;;;50723;681568.38;1020167.75;2013-12-01T00:00:00
17518407;573108;Libáň;;;;;193283;Zliv;;;č.p.;15;;;50723;681575.88;1020184.81;2013-12-01T00:00:00
17518415;573108;Libáň;;;;;193283;Zliv;;;č.p.;16;;;50723;681602.38;1020211.77;2013-12-01T00:00:00
17518423;573108;Libáň;;;;;193283;Zliv;;;č.p.;17;;;50723;681691.72;1020228.34;2013-12-01T00:00:00
17518431;573108;Libáň;;;;;193283;Zliv;;;č.p.;18;;;50723;681695.74;1020249.70;2013-12-01T00:00:00
17518440;573108;Libáň;;;;;193283;Zliv;;;č.p.;19;;;50723;681676.70;1020284.88;2013-12-01T00:00:00
17518458;573108;Libáň;;;;;193283;Zliv;;;č.p.;20;;;50723;681675.12;1020296.03;2013-12-01T00:00:00
17518466;573108;Libáň;;;;;193283;Zliv;;;č.p.;21;;;50723;681661.36;1020313.11;2013-12-01T00:00:00
17518474;573108;Libáň;;;;;193283;Zliv;;;č.p.;22;;;50723;681617.40;1020299.59;2013-12-01T00:00:00
17518482;573108;Libáň;;;;;193283;Zliv;;;č.p.;23;;;50723;681597.40;1020346.93;2013-12-01T00:00:00
17518491;573108;Libáň;;;;;193283;Zliv;;;č.p.;24;;;50723;681559.67;1020389.27;2013-12-01T00:00:00
17518504;573108;Libáň;;;;;193283;Zliv;;;č.p.;25;;;50723;681548.59;1020397.91;2013-12-01T00:00:00
17518512;573108;Libáň;;;;;193283;Zliv;;;č.p.;26;;;50723;681532.81;1020412.25;2013-12-01T00:00:00
17518521;573108;Libáň;;;;;193283;Zliv;;;č.p.;27;;;50723;681489.72;1020458.09;2013-12-01T00:00:00
17518539;573108;Libáň;;;;;193283;Zliv;;;č.p.;28;;;50723;681479.70;1020494.70;2013-12-01T00:00:00
17518547;573108;Libáň;;;;;193283;Zliv;;;č.p.;29;;;50723;681476.35;1020514.82;2013-12-01T00:00:00
17518555;573108;Libáň;;;;;193283;Zliv;;;č.p.;30;;;50723;681529.20;1020495.66;2013-12-01T00:00:00
17518563;573108;Libáň;;;;;193283;Zliv;;;č.p.;31;;;50723;681541.42;1020481.59;2013-12-01T00:00:00
17518571;573108;Libáň;;;;;193283;Zliv;;;č.p.;32;;;50723;681545.23;1020539.31;2013-12-01T00:00:00
17518580;573108;Libáň;;;;;193283;Zliv;;;č.p.;34;;;50723;681547.56;1020556.92;2013-12-01T00:00:00
17518598;573108;Libáň;;;;;193283;Zliv;;;č.p.;35;;;50723;681575.26;1020585.44;2013-12-01T00:00:00
17518601;573108;Libáň;;;;;193283;Zliv;;;č.p.;36;;;50723;681549.32;1020595.52;2013-12-01T00:00:00
17518610;573108;Libáň;;;;;193283;Zliv;;;č.p.;37;;;50723;681503.72;1020639.47;2013-12-01T00:00:00
17518628;573108;Libáň;;;;;193283;Zliv;;;č.p.;38;;;50723;681499.71;1020654.11;2013-12-01T00:00:00
17518636;573108;Libáň;;;;;193283;Zliv;;;č.p.;39;;;50723;681483.72;1020682.17;2013-12-01T00:00:00
17518644;573108;Libáň;;;;;193283;Zliv;;;č.p.;40;;;50723;681481.05;1020700.60;2013-12-01T00:00:00
17518652;573108;Libáň;;;;;193283;Zliv;;;č.p.;41;;;50723;681577.92;1020342.53;2013-12-01T00:00:00
17518661;573108;Libáň;;;;;193283;Zliv;;;č.p.;42;;;50723;681493.24;1020721.39;2013-12-01T00:00:00
17518679;573108;Libáň;;;;;193283;Zliv;;;č.p.;43;;;50723;681485.08;1020741.50;2013-12-01T00:00:00
17518687;573108;Libáň;;;;;193283;Zliv;;;č.p.;44;;;50723;681484.31;1020756.58;2013-12-01T00:00:00
17518695;573108;Libáň;;;;;193283;Zliv;;;č.p.;46;;;50723;681873.76;1021085.20;2013-12-01T00:00:00
17518709;573108;Libáň;;;;;193283;Zliv;;;č.p.;47;;;50723;681584.00;1020491.98;2013-12-01T00:00:00
17518717;573108;Libáň;;;;;193283;Zliv;;;č.p.;48;;;50723;681554.31;1020133.87;2013-12-01T00:00:00
17518725;573108;Libáň;;;;;193283;Zliv;;;č.p.;49;;;50723;681640.77;1020255.03;2013-12-01T00:00:00
17518733;573108;Libáň;;;;;193283;Zliv;;;č.p.;55;;;50723;681596.48;1020291.04;2013-12-01T00:00:00
17518741;573108;Libáň;;;;;193283;Zliv;;;č.p.;58;;;50723;681469.43;1020423.04;2013-12-01T00:00:00
17518750;573108;Libáň;;;;;193283;Zliv;;;č.p.;59;;;50723;681494.13;1020416.87;2013-12-01T00:00:00
17518768;573108;Libáň;;;;;193283;Zliv;;;č.p.;64;;;50723;681533.27;1020090.40;2013-12-01T00:00:00
17518776;573108;Libáň;;;;;193283;Zliv;;;č.p.;65;;;50723;681640.67;1020230.70;2013-12-01T00:00:00
25258974;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;63;;;50723;682451.76;1018673.52;2013-12-01T00:00:00
25525425;573108;Libáň;;;;;81671;Libáň;166138;Smutná;č.p.;210;;;50723;682498.01;1018841.32;2013-12-01T00:00:00
25729802;573108;Libáň;;;;;81671;Libáň;721531;Sportovní;č.p.;561;;;50723;682126.13;1018407.37;2013-12-01T00:00:00
25740695;573108;Libáň;;;;;136441;Křešice;;;č.p.;64;;;50723;684064.80;1022659.19;2013-12-01T00:00:00
25919407;573108;Libáň;;;;;81671;Libáň;166154;Nad Hřištěm;č.p.;576;;;50723;682385.27;1018328.45;2013-12-01T00:00:00
25940678;573108;Libáň;;;;;81671;Libáň;166138;Smutná;č.p.;203;;;50723;682597.00;1018932.00;2013-12-01T00:00:00
25984438;573108;Libáň;;;;;81671;Libáň;721531;Sportovní;č.p.;558;;;50723;682156.52;1018471.29;2013-12-01T00:00:00
26313511;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;600;;;50723;682257.83;1019041.61;2013-12-01T00:00:00
26313529;573108;Libáň;;;;;81671;Libáň;166154;Nad Hřištěm;č.p.;575;;;50723;682406.15;1018324.48;2013-12-01T00:00:00
26488965;573108;Libáň;;;;;81671;Libáň;765180;Na Tržišti;č.p.;606;;;50723;682371.57;1019159.34;2015-01-06T00:00:00
26488973;573108;Libáň;;;;;81671;Libáň;765180;Na Tržišti;č.p.;608;;;50723;682331.84;1019156.46;2015-01-06T00:00:00
26599147;573108;Libáň;;;;;81671;Libáň;765180;Na Tržišti;č.p.;602;;;50723;682340.27;1019065.52;2015-01-06T00:00:00
26681382;573108;Libáň;;;;;81671;Libáň;765180;Na Tržišti;č.p.;604;;;50723;682376.69;1019106.66;2015-01-06T00:00:00
27077462;573108;Libáň;;;;;81671;Libáň;721531;Sportovní;č.p.;559;;;50723;682133.76;1018451.30;2013-12-01T00:00:00
27077471;573108;Libáň;;;;;81671;Libáň;765180;Na Tržišti;č.p.;605;;;50723;682373.60;1019132.83;2015-01-06T00:00:00
27104915;573108;Libáň;;;;;81671;Libáň;778664;Pod Vinicí;č.p.;595;;;50723;682640.08;1018286.17;2013-12-01T00:00:00
27273415;573108;Libáň;;;;;81671;Libáň;166090;Na Sídlišti;č.p.;215;;;50723;682350.66;1018568.72;2013-12-01T00:00:00
27395944;573108;Libáň;;;;;81671;Libáň;765180;Na Tržišti;č.p.;607;;;50723;682413.32;1019151.49;2015-01-06T00:00:00
27690628;573108;Libáň;;;;;81671;Libáň;166090;Na Sídlišti;č.p.;214;;;50723;682389.22;1018566.18;2013-12-01T00:00:00
27690679;573108;Libáň;;;;;81671;Libáň;765180;Na Tržišti;č.p.;610;;;50723;682343.63;1019107.27;2015-01-06T00:00:00
27805921;573108;Libáň;;;;;81671;Libáň;166090;Na Sídlišti;č.p.;245;;;50723;682260.94;1018609.47;2013-12-01T00:00:00
28082184;573108;Libáň;;;;;81671;Libáň;721531;Sportovní;č.p.;562;;;50723;682079.99;1018416.89;2013-12-01T00:00:00
28087828;573108;Libáň;;;;;81671;Libáň;765180;Na Tržišti;č.p.;611;;;50723;682307.00;1019096.00;2015-01-06T00:00:00
28108833;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;599;;;50723;682602.55;1019308.27;2013-12-01T00:00:00
28152638;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;31;;;50723;684260.47;1019573.68;2013-12-01T00:00:00
28152646;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;530;;;50723;682211.15;1018928.21;2013-12-01T00:00:00
28272994;573108;Libáň;;;;;81671;Libáň;166006;Dukelská;č.p.;418;;;50723;681763.06;1018845.66;2013-12-01T00:00:00
28285174;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.ev.;3;;;50723;682364.25;1018994.51;2015-01-06T00:00:00
28285191;573108;Libáň;;;;;81671;Libáň;166154;Nad Hřištěm;č.ev.;42;;;50723;682227.45;1018319.09;2013-12-01T00:00:00
28285212;573108;Libáň;;;;;81671;Libáň;166154;Nad Hřištěm;č.ev.;19;;;50723;;;2011-07-01T00:00:00
28285247;573108;Libáň;;;;;81671;Libáň;;;č.ev.;34;;;50723;682212.14;1018303.83;2013-12-01T00:00:00
28333772;573108;Libáň;;;;;81671;Libáň;166154;Nad Hřištěm;č.ev.;41;;;50723;682227.32;1018316.05;2013-12-01T00:00:00
28333781;573108;Libáň;;;;;81671;Libáň;166154;Nad Hřištěm;č.ev.;48;;;50723;682233.58;1018310.17;2013-12-01T00:00:00
28333799;573108;Libáň;;;;;81671;Libáň;166154;Nad Hřištěm;č.ev.;49;;;50723;682233.65;1018307.20;2013-12-01T00:00:00
28390539;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;614;;;50723;682076.14;1019665.52;2013-12-01T00:00:00
30292247;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;252;;;50723;682448.24;1018547.49;2016-03-23T00:00:00
30805716;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;23;;;50723;684378.97;1019513.13;2013-12-01T00:00:00
30805724;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;76;;;50723;682249.50;1018648.59;2013-12-01T00:00:00
30805732;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;121;;;50723;682064.00;1018749.00;2016-03-23T00:00:00
30805741;573108;Libáň;;;;;81671;Libáň;166073;Na Horách;č.p.;328;;;50723;680898.06;1018251.82;2013-12-01T00:00:00
30872961;573108;Libáň;;;;;136441;Křešice;;;č.p.;51;;;50723;684051.36;1022605.83;2013-12-01T00:00:00
31254624;573108;Libáň;;;;;81671;Libáň;166138;Smutná;č.ev.;2;;;50723;682457.06;1018867.71;2016-03-24T00:00:00
40066487;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;57;;;50723;682435.68;1018550.68;2016-03-23T00:00:00
